bnf_code,bnf_name,items
23355603819,"Welland FreeStyle Vie convex colostomy bag with Dual Carb filter, medium plateau 13-35mm beige",93
20030100648,Advapore dressing 5cm x 7.2cm,85
20033000269,MaxioCel dressing 15cm x 15cm square,510
23944809625,Combihesive Natura two piece ostomy system stomahesive flange 32mm,314
0913011C0BDAAAI,EnergieShake Powder Starter Pack oral powder sachets,201
0902012L0AADFDF,Sodium chloride 1.5g/5ml (5.13mmol/ml) oral solution,383
21020000794,Lubri-Sil Comprehensive Care Foley Tray catheter female medium 12Ch-16Ch,544
1404000ALAAACAC,Shingles (Herpes Zoster) adjuvanted rcmb vacc inj 0.5ml,315
0407020Q0AAEIEI,Morphine 200mg modified-release capsules,186
23350703711,Nova 1 Convex colostomy bag with filter opaque 15-37mm,312
21270002574,Haddenham Star Cotton MTO long leg for lymphoedema garment,143
1306010F0BBAAAA,Dalacin T 1% topical solution,196
21270002903,Sigvaris CompreFLEX (20-30mmHg) standard arm,36
0208010L0AAACAC,"Dalteparin sodium 10,000units/1ml inj ampoules",65
1501043F0AAABAB,Fentanyl 500micrograms/10ml solution for injection ampoules,28
20050600140,"Provox Life LaryTube 36mm length (fenestrated with ring) 9.5mm inner, 12mm outer",34
21270002940,Mobiderm glove with compressive fingers,217
091000000BBWUBU,Lamberts Selenium plus A+C+E tablets,78
23944809932,"Natura+ two piece ostomy system urostomy bag with soft tap, standard 45mm",88
23960109770,Moderma Flex urostomy bag with Flextend barrier and adhesive border 15-64mm beige,254
23601006370,"SenSura Mio light convex ileostomy bag with filter, maxi 10-23mm",1162
22502955047,Comfort sterile leg bag with twist tap 1 litre,53
23305951178,Cuiwear female hernia support cami small/medium white,45
0101021B0BEAJAM,Gaviscon Liquid 10ml sachets,134
21270002853,Juzo Move class 1 (18-21mmHg) thigh length open toe with silicone adhesive border,35
0702020Y0AAAAAA,Boric acid 600mg pessaries,84
20031700237,Zorflex dressing 10cm x 10cm square,155
20030100659,365 Non Adherent dressing 10cm x 10cm,73
0914021B0BFAAAE,PaediaSure tube feed liquid,34
0105020A0BBABAB,Entocort 2mg/100ml enema,76
23944809711,Combihesive Natura Little Ones two piece ostomy system flange 45mm,53
23351003714,"Assura Inspire colostomy bag with filter, midi soft cover 40mm",73
1203040P0AAAAAA,Sodium chloride compound mouthwash,21
23940709829,NovaLife 2 two piece ostomy system convex 55mm flange 35-42mm,29
20031700310,Zetuvit Plus dressing 20cm x 25cm,2358
23350703780,NovaLife 1 colostomy bag maxi opaque 25-70/90mm,44
0803042N0AAAFAF,Leuprorelin 10.72mg implant pre-filled syringes,30
0408010N0AACUCU,Phenobarbital 10mg/5ml oral liquid,27
20090001272,Skinnies AM tops adult small,27
0408010C0AAACAC,Carbamazepine 200mg tablets,297752
0301011ABBBAAA0,Trimbow 87microg/dose / 5microg/dose / 9microg/dose inh,2280403
1108010F0AAAAAA,Hypromellose 0.3% eye drops,1020191
0408010A0AAAAAA,Levetiracetam 250mg tablets,755915
0109010U0AAABAB,Ursodeoxycholic acid 250mg capsules,225824
0606020A0AAAHAH,Alendronic acid 70mg effervescent tablets sugar free,83484
0107020J0BCABAC,Anusol HC ointment,133137
1003020U0AAAKAK,Diclofenac sodium 1% gel,25474
0913011N0BFAAAG,Fortisip Bottle (5 flavours),321357
0205052V0AAABAB,Valsartan 80mg capsules,122370
0403040W0BGABAE,Vensir XL 150mg capsules,253020
1404000H0AAANAN,"Adjuvanted quadrivalent flu vacc (SA, inact) inj 0.5ml pfs",6142913
0501070AEAAADAD,Fosfomycin 3g granules for oral solution sachets,110453
0604011G0BUACBA,Estradot 25micrograms/24hours patches,37175
0703022P0AAAAAA,Etonogestrel 68mg implant,21955
0501011P0AAASAS,Phenoxymethylpenicillin 250mg/5ml oral solution sugar free,86132
23604106554,"Confidence BE soft convex ileostomy bag with filter and overlap, standard 13mm-38mm black",9552
23801008016,Brava ostomy powder,27036
0409010Z0AAAAAA,Rotigotine 2mg/24hours transdermal patches,33070
1106000P0AAABAB,Dorzolamide 20mg/ml eye drops 0.2ml unit dose preserv free,112011
1304000D0AABDBD,Betamethasone diprop 0.05%/Salicylic acid 2% scalp applic,28529
0704050B0BCAIBN,Viridal Duo Starter Pack 40microgram inj cart with dev,7854
0404000L0AABNBN,Dexamfetamine 10mg tablets,36813
21230000105,ReplensMD vaginal moisturiser tube,40722
1311040K0AAAKAK,Povidone-Iodine 7.5% surgical scrub solution,392
20030800024,Aquacel Ag+ Ribbon dressing 2cm x 45cm,7634
0301011U0AAAEAE,Salmeterol 50micrograms/dose dry powder inhaler,11942
20031500076,Independence wound drainage bag with extra dressing,11007
0301030S0AAAMAM,Theophylline 200mg modified-release tablets,15552
0703050A0AAABAB,Levonorgestrel 1.5mg tablets,20094
23460904600,Morform sachets,6176
0205052R0AAACAC,Telmisartan 80mg / Hydrochlorothiazide 25mg tablets,2827
0408010ANBBADAD,Ontozry 200mg tablets,225
0914052A0BBAAAA,HyFiber liquid 30ml sachets,20162
20030100291,Mepore Ultra dressing 7cm x 8cm,4868
21010900410,Hypodermic U100 ins syringe sterile single use/single patient use 0.5ml + not less than 12mm needle,3926
0407020AGAAAFAF,Tapentadol 200mg modified-release tablets,10945
21020000838,LoFric Primo catheter female non PVC 8Ch-18Ch,2945
0702020F0BBANAK,Canesten Combi Pessary & Cream,588
0913011F0BBAFAA,Aymes Shake Compact powder 57g sachets vanilla,17244
23701757000,Wystopper stoma stopper,1874
0702010G0AAAHAH,Estradiol 7.5micrograms/24hours vaginal delivery system,6332
21240000100,Sodium chloride 0.9% nasal drops (Orbis),2059
21320000102,MucoClear 3% inhalation solution 4ml ampoules,14753
0402010J0AABNBN,Haloperidol 200micrograms/ml oral solution sugar free,587
0704020ADBBAAAA,Toviaz 4mg modified-release tablets,2929
0914051A0BBAAAA,ProSource TF liquid 45ml sachets,19415
0105020A0AAAEAE,Budesonide 9mg gastro-resistant granules sachets,650
22306153029,CliniSure silicone sheath standard 31mm,169
0604020K0BKAABK,Testim 50mg/5g transdermal gel,5333
0703050A0BDAAAB,Upostelle 1500microgram tablets,815
0902011AAAAABAB,Patiromer calcium 16.8g oral powder sachets,291
0601060D0EYAAA0,GlucoMen Day glucose testing strips,650
1104020T0BSAAAJ,Catacrom 2% eye drops 0.3ml unit dose,3881
23604106506,"Confidence Natural Advance ileostomy bag with filter, large 13-90mm transparent",498
22802408003,Euro J-strap,1544
0501013K0BBAJAD,Augmentin 125/31 SF oral suspension,224
21070510200,Compression hosiery class II thigh length stocking circular knit made to measure + fitted suspender,277
0605010S0BCAEBQ,Saizen 6mg/1.03ml solution for injection cartridges,1248
23303243018,Nu-Hope belt extra large 150mm,172
22502955017,Discreet sterile leg bag latex free with twist tap straight inlet 500ml,119
0501050H0AAAEAE,Erythromycin ethyl succinate 500mg tablets,9520
0906040G0BWAPDV,"SunVit-D3 10,000unit capsules",2313
20020201078,UrgoKTwo multi-layer compression bandage kit (8cm) 25cm-32cm ankle circumference,668
0402030P0BDAAAL,Li-Liquid 509mg/5ml oral solution,820
0402010AJAAACAC,Cariprazine 4.5mg capsules,723
0913271A0BBABAB,Barkat gluten free wholemeal bread sliced,193
0408010AHBBAHAG,Vimpat 10mg/ml syrup (USB Pharma),1362
0601023ABBCAAAA,Saxenda 6mg/ml solution for injection 3ml pre-filled pens,2089
0205010Y0AAABAB,Sildenafil 10mg/ml oral suspension sugar free,1937
23600706303,Nova 1 EasiFold X3 ileostomy bag with filter opaque 30mm,93
1302020E0AAACAC,Zinc and Castor oil ointment,1456
0603020J0AADLDL,Hydrocortisone 10mg/5ml oral solution sugar free,75
0105010B0AABABA,Mesalazine 4g modified-release granules sachets sugar free,1393
23963359657,Option hydrocolloid low profile soft convex urostomy bag 28mm plateau 25mm,36
21420000101,TheraBite bite pads edentulous/paediatric/adult,803
23941010068,SenSura Mio Click two piece ostomy system deep convex baseplate 70mm 15-53mm,298
21270001175,Haddenham Pertex custom fit silicone grip top for lymphoedema garment lower extremities,2199
23354803637,Esteem+ Flex convex colostomy bag 20-35mm,275
0914011B0BCAAAB,Osmolite liquid,1294
23943459453,Pelican Platinum two piece ostomy system colostomy bag maxi,65
0409010Z0BBAAAA,Neupro 2mg/24hours transdermal patches,517
20050000002,StomaSoft laryngectomy tube 36mm length (fenestrated) size 9,34
0501030I0AAAMAM,Doxycycline 50mg/5ml oral suspension,405
0906040G0BWAYEL,SunVit-D3 400unit Vegan tablets,337
20110000485,Vicryl Plus suture 1.5gauge 45cm length with 17mm curved non cutting needle,393
20030200041,Tegaderm Alginate dressing 10cm x 10cm,82
21270001030,Sigvaris MTM Essential Thermoregulating class 2 (23-32mmHg) below knee closed toe,55
0502030B0AAAXAX,"Nystatin 100,000units/ml oral suspension sugar free",502
22502955035,Comfort sterile leg bag with slide tap 45cm inlet 600ml,161
23940109717,"Conform 2 two piece ostomy system ileo bag + filter & Lock 'n' Roll closure, maxi 55mm transparent",212
23960709603,Nova 1 convex urostomy bag opaque 25mm,122
23300263254,Suportx Easy Peel breathable ostomy belt XXX large 26cm skin,37
21270000460,Haddenham Veni class 2 (23-32mmHg) thigh length closed toe with grip top,133
22800758006,Beambridge flexi funnel,67
20030900083,Silflex dressing 20cm x 30cm,447
23941009973,SenSura Click Soft Seal two piece ostomy system convex baseplate 50mm 25mm,49
23300000051,Suportx shield ostomy belt with Easy Peel fastening small 20cm right shield skin,39
0605010S0BBAUBF,Genotropin MiniQuick 1.8mg inj pre-filled disposable devices,104
0913171B0BBAAAA,Resource Thickened Drink custard (2 flavours),375
21270002486,Haddenham Veni MTO class 1 (18-21mmHg) one-legged tights closed toe right,33
20033000102,kliniderm Foam dressing heel,90
22803408014,Non-spill adaptor,30
21270002594,Adore class 1 (18-21mmHg) thigh length closed toe,99
130801000BBPIA0,Delph sun lotion SPF 50+,38
21380000131,Dermisplus Prevent pad 20cm x 20cm x 1.2cm,50
23965909793,NovaLife TRE convex urostomy bag with viewing option 15mm-37mm,31
0913205M0BBACAB,PKU Air15 green liquid,30
21270000489,Haddenham Veni class 2 (23-32mmHg) tights open toe,24
23052400504,Ostomy adhesive disc 32mm,38
23305903004,EuroTec adjustable elastic ostomy belt medium,29
0913205I0BBAAAA,PK Aid 4 powder,47
21270002176,Sigvaris MTM Optiform Hold class 3 (34-46mmHg) thigh length closed toe,24
0106010E0AAADAD,Ispaghula husk 3.5g efferv gran sach gluten free sugar free,481234
1106000AIAAAAAA,Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops,460937
0209000Z0AAAAAA,Ticagrelor 90mg tablets,434170
0503021C0AAABAB,Aciclovir 200mg tablets,237563
21220000300,Epimax oatmeal cream,208766
1303000I0AAAAAA,Crotamiton 10% cream,51180
1304000V0AAACAC,Hydrocortisone 0.5% cream,20978
20030500100,Iodoflex paste dressing,11959
1108010D0AAACAC,Carmellose 1% eye drops 0.4ml unit dose preservative free,62091
0702020F0AAANAN,Fluconazole 150mg capsule and Clotrimazole 2% cream,32235
1306020C0AAAAAA,Co-cyprindiol 2000microgram/35microgram tablets,24428
0913271A0BCAAAC,Genius gluten free brown sandwich bread sliced,5422
0601023A0AAAAAA,Acarbose 50mg tablets,14614
1106000ALBBAAAA,Simbrinza 10mg/ml / 2mg/ml eye drops,89419
0206020C0BJABAU,Angitil SR 120 capsules,35628
0913141C0BBAAAB,ProSource liquid 30ml sachets citrus berry,2640
0408010AIAAACAC,Eslicarbazepine 50mg/1ml oral suspension sugar free,688
0501130R0AAACAC,Nitrofurantoin 25mg/5ml oral suspension sugar free,16840
21300000180,Cellusan Light 0.5% eye drops preservative free,24864
20050300116,Provox HME stomafilter with FlexiDerm adhesive oval,1365
0409010K0AAALAL,Co-beneldopa 25mg/100mg dispersible tablets sugar free,28087
23941009665,"Assura Inspire two piece ostomy system ileo bag with filter and Hide-Away outlet, maxi opaque 40mm",282
0302000V0AAABAB,Fluticasone furoate 92microg/Vilanterol 22microg/dose,24513
0913011J0BFAAAB,Fresubin 2kcal Creme dessert cappuccino,11178
20030100457,Zetuvit E non-sterile dressing 20cm x 20cm,2451
20100000592,Hypafix tape 10cm,12332
0404000S0AAACAC,Atomoxetine 18mg capsules,12008
21270001391,Juzo Expert custom fit class 1 (18-21mmHg) thigh length,402
23600706417,NovaLife 1 convex ileostomy bag midi opaque 10-37mm,669
0501050H0AAALAL,Erythromycin ethyl succinate 125mg/5ml susp sugar free,27257
0208020Y0BBACAC,Xarelto 20mg tablets,6813
21280000117,Qufora IrriSedo Balloon System accessory set small,265
0408010I0BBABAB,Emeside 250mg/5ml syrup,1610
23600106244,High Output ileostomy bag with filter 13-64mm,1672
0206030Z0BBAAAA,Ranexa 375mg modified-release tablets,5574
23351003871,"SenSura Mio Concave colostomy bag with filter, midi 10-40mm",1426
0501050H0AAACAC,Erythromycin ethyl succinate 500mg/5ml oral suspension,2703
1202010M0BBABAB,Flixonase Nasule 400microgram/unit dose nasal drops,24363
0205052A0BBABAB,CoAprovel 300mg/12.5mg tablets,4240
21270002881,duomed soft 2easy class 1 (14-17mmHg) anklet closed toe,1439
0902013S0AAAPAP,Sodium bicarbonate 600mg tablets,3867
0407020ADAAAQAQ,Oxycodone 60mg modified-release tablets,3567
0913011C0BCACAA,Complan Shake oral powder 57g sachets milk,3786
23944809617,Combihesive Natura two piece ostomy system stomahesive flexible flange 45mm,1606
0913021A0BBABAA,PaediaSure liquid vanilla,4926
0913011Q0BDAAAB,Fresubin YoDrink (3 flavours),639
23940459640,Softima Key two piece ostomy system convex baseplate 50/15-25mm,118
20050600094,Phoniq DigiClose Comfort HME filter beige,41
1001030C0BCAAAA,Quinoric 200mg tablets,1359
21300000959,Thealipid eye drops preservative free,2545
23354103845,"Confidence BE soft convex colostomy bag with filter, standard 13mm-38mm stone",465
23965909747,"Confidence BE urostomy bag with cover on both sides, standard, starter hole 13mm stone",1192
0913205C0BBACAA,PKU sphere15 oral powder 27g sachets vanilla,134
1502010J0AAAYAY,Lidocaine 200mg/Adrenaline (base) 100microg/20ml inj vials,6860
040201060AAAPAP,Olanzapine 20mg oral lyophilisates sugar free,435
0403040W0BLABAE,Venaxx XL 150mg capsules,3609
23353453753,"Pelican Platinum Contour colostomy bag with filter, standard 12-65mm clear",455
0501070W0AAAAAA,Linezolid 600mg tablets,1386
23940709636,Nova 2 two piece ostomy system ileostomy bag anatomical 43mm,86
1001010C0BBADAC,Voltarol 100mg suppositories,1216
0106020C0AAAXAX,Bisacodyl 10mg/30ml enema,706
040702040AAABAB,Tramadol 100mg/2ml solution for injection ampoules,192
20030900145,Adaptic Touch dressing 5cm x 7.6cm,3584
0307000C0BFAAAK,OroNAC 600 capsules,509
20031600121,Aquacel Ag Foam dressing (adhesive) 17.5cm x 17.5cm,569
21012600200,Knoxzy Olive Oil ear drops,161
23600106287,"Moderma Flex soft convex ileostomy bag with filter and Lock 'n' Roll closure, maxi 13-55mm",228
0204000C0AAADAD,Acebutolol 400mg tablets,783
23305951085,Vanilla Blush Level 2/3 unisex support vest XXX large white,30
23604106430,"Confidence Comfort ileostomy bag with filter and large oval wafer, large",218
20030900283,kliniderm Foam Silicone Lite dressing 10cm x 10cm,179
1902070E0AAAMAM,Activated charcoal 300mg capsules,81
23941010042,"SenSura Mio Flex two piece ostomy system ileostomy bag with filter, maxi 50mm transparent",52
23300263360,Suportx breathable tube ostomy belt XX large 26cm white,32
23603356281,Option Primo ileostomy bag with filter and soft covering to both sides 25mm opaque,34
21230000125,Balance Activ moisture gel,400
23603456380,"Pelican Platinum ileostomy bag with filter, mini",31
0205051I0AABZBZ,Enalapril 5mg/5ml oral suspension,540
0906040N0BSAAEW,HealthAid Vitamin D 500unit tablets,362
0409010N0AAAUAU,Co-careldopa 25mg/100mg/5ml oral suspension,366
0408010F0AABSBS,Clonazepam 2mg/5ml oral liquid,46
21270002112,Juzo Expert custom fit class 2 (23-32mmHg) below knee footless,135
23303243014,Nu-Hope belt XX large 125mm,34
0402010K0AAAUAU,Levomepromazine 6mg/5ml oral suspension,151
23601006151,Assura Seal convex ileostomy bag maxi opaque 15-43mm,84
20030600434,PolyMem dressing 16.5cm x 20.9cm oval,75
23940109668,Conform 2 two piece ostomy system FlexWear convex floating flange+adhesive border 55mm stoma 13-38mm,259
23600106321,"Moderma Flex ileo bag + fltr, CeraPlus s/barr, adh bdr & Lock 'n' Roll closure, maxi 35mm beige",36
0309020G0BBACAB,Robitussin Chesty Cough 100mg/5ml oral solution,286
23600106037,Ileostomy bag with karaya 5 seal and microporous adhesive 229mm bag 38mm stoma,227
23940459600,Biotrol Softima Key two piece ostomy system baseplate 40mm,205
0407010H0CVAADU,Altridexamol 1000mg effervescent tablets,67
0406000ADAAACAC,Aprepitant 125mg capsules and Aprepitant 80mg capsules,43
0203020U0AAAGAG,Quinidine sulfate 200mg tablets,48
0914071D0BBAAAA,Nutrison Low Sodium liquid,157
0906040Q0BBAAAA,Domnisol 266microgram capsules,101
0101010G0BBABAB,Maalox oral suspension,43
0304010E0AAABAB,Fexofenadine 180mg tablets,3888227
1001022U0BCAAAB,Kenalog Intra-articular / Intramuscular 40mg/1ml inj vials,173463
0407020Q0AACGCG,Morphine 5mg modified-release tablets,109501
1001010P0AABBBB,Naproxen 500mg / Esomeprazole 20mg modified-release tablets,32598
0304010W0AAAPAP,Promethazine 5mg/5ml oral solution sugar free,73899
0203020I0AAADAD,Flecainide 100mg tablets,168761
1104020T0BBAEAA,Opticrom Allergy 2% eye drops,36704
0601021M0BBABAM,Diamicron 30mg MR tablets,6938
0206010K0BXACAE,Monomax XL 60mg tablets,42566
21410000123,Alprep pad 7cm x 9cm,8964
23050900502,HydroFrame flange extender with Manuka honey,12036
23463374601,Absorb odour neutralising absorbent gel 3g sachets,5704
21200000031,Activa Leg Ulcer Hosiery Kit (40mmHg) medical stocking and compression liner medium,2008
0105020A0BEABAH,Jorveza 0.5mg orodispersible tablets,286
1302010U0AAAKAK,Urea 5% cream,16895
20031600100,Aquacel Foam dressing (non-adhesive) 5cm x 5cm,2679
0905022C0AAAEAE,Calcium acetate 950mg tablets,18565
20030100181,Tegaderm Film dressing 12cm x 12cm,10897
0404000U0BCACAD,Elvanse 50mg capsules,69487
1309000C0AABCBC,Coal tar 4% shampoo,13134
20031700205,Aquacel Ag+ Extra dressing 15cm x 15cm square,8705
0302000C0BJADBH,Qvar 100 Autohaler,47920
0913011C0BFAAAC,Foodlink Complete powder 57g sachets banana,28701
20050400133,Provox cleaning towel,13342
23601006273,"Assura Inspire Seal convex ileostomy bag with filter and Hide-Away outlet, maxi opaque 43mm",419
0409010A0AAAZAZ,Apomorphine 50mg/10ml inf pre-filled syringes,2894
0205051L0BBADAD,Zestril 20mg tablets,3944
0914051A0BCAAAB,Nutrison Protein Shot liquid,5121
1404000G0BGAAAJ,Fendrix 20micrograms/0.5ml vacc inj pre-filled syringes,1118
0604011L0AAAXAX,Estradiol 50microg/Norethist 170microg/24hours ptch,20493
0106040M0BGAEAB,CosmoCol Half oral powder 6.9g sachets,11664
0913061C0BBAAAA,Vital 1.5kcal liquid (3 flavours),15171
0501090R0AAAAAA,Rifampicin 150mg capsules,1977
0107010Z0BCAAAE,Anusol cream,72279
21220000280,Hydromol Intensive 10% cream,6638
0407020Q0BIABEH,MXL 60mg capsules,1567
0212000ANAAAAAA,Icosapent 998mg capsules,8960
20050300118,Provox HME stomafilter with StabiliBase adhesive,1445
23351003877,"SenSura Mio Concave colostomy bag with filter, maxi 10-60mm",6108
21020000290,Conveen EasiCath catheter male 8Ch-22Ch,4385
0211000P0AABCBC,Tranexamic acid 500mg/5ml oral suspension,955
21011300135,LimbO limb protector adult half leg slim build short,2387
0408010AEBBAEAE,Lyrica 150mg capsules,8365
21270000221,Mediven Plus class 1 (18-21mmHg) below knee open toe,3279
20030600444,PolyMem dressing (non-adhesive) 10cm x 61cm roll,1987
1307000Q0AAABAB,Silver nitrate 40% caustic pencils,2744
0913181J0BBAAAB,MCT oil,3002
21270000138,Jobst Elvarex silicone band for lymphoedema garment upper extremities,909
21020001485,OptiTip all silicone suprapubic catheter 12Ch-14Ch,685
1104010I0BFAAAP,Tobradex 3mg/ml / 1mg/ml eye drops,7680
1304000F0AADWDW,Betamethasone valerate 2.25mg medicated plasters,1400
21330000100,Rocket IPC dressing pack and bottle,3185
0402030K0AAAFAF,Lithium carbonate 400mg modified-release tablets,27224
23354803626,"Esteem+ colostomy bag with filter, standard 40mm opaque",183
0403020K0AAAAAA,Moclobemide 150mg tablets,3801
23960109819,"Moderma Flex urostomy bag with Flextend barrier, adhesive border and enhanced tap 15-64mm beige",472
0205051L0BBACAC,Zestril 10mg tablets,1984
1202020P0BBADAB,Otrivine Adult 0.1% nasal drops,991
020400030AAAEAE,Timolol 10mg / Bendroflumethiazide 2.5mg tablets,176
22602656025,LINC-Flo single use sterile drainable night drainage bag,2940
21300000306,Tearvis 1% eye drops,224
0205051H0BBAAAA,Innozide 20mg/12.5mg tablets,1165
22702957012,NephSys drainage bag 20cm inlet,3808
0703010F0BSAAAC,Elevin 150microgram/30microgram tablets,325
0101010Q0AAAGAG,Magnesium hydroxide 7.45-8.35% oral suspension BP,1781
21270000817,Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee closed toe,1143
0301011V0AAAHAH,Terbutaline 5mg tablets,846
0913205A0BDAAAB,Glytactin Build 10 oral powder 16g sachets,63
0803043N0AAAAAA,Octreotide 50micrograms/1ml solution for injection ampoules,246
20030800042,Melgisorb Plus Cavity dressing 3cm x 45cm,85
21270002595,Adore class 2 (23-32mmHg) thigh length closed toe,62
0703010E0BHAAAC,Sunya 20/75 tablets,990
0402010AEAAACAC,Paliperidone 9mg modified-release tablets,446
0604020K0BRAABT,Androfeme 1% cream,517
21270000455,Haddenham Veni class 2 (23-32mmHg) below knee open toe,115
21300000924,Moistueyes eye ointment preservative free,217
20030900458,365 Silicone Foam dressing 15cm x 15cm,77
23850108507,Adapt conformable convex barrier ring 37-46mm,195
21270000201,Jobst Bellavar class 2 (23-32mmHg) below knee open toe,251
0901030J0AAAQAQ,Darbepoetin alfa 60micrograms/0.3ml inj pf dispos dev,137
23944810016,"Esteem Synergy+ two piece ostomy system colostomy bag with filter, standard 48mm opaque",458
23355903596,"Pelican ModaVi colostomy bag with filter, large 12-65mm neutral",436
23941010046,SenSura Mio Flex two piece ostomy system urostomy bag maxi 50mm grey,137
23354103801,"Confidence Natural Advance colostomy bag with filter, standard 13mm",200
20090001304,Skinnies AM vest short sleeved 6-24 months,37
20090000740,Eesiban stockinette 15cm,194
23200702000,Ostomy soft wire tie standard opaque,229
23941009595,"Assura Inspire two piece ostomy system colostomy bag with filter, midi soft cover 40mm",160
0406000W0AAANAN,Ketamine 50mg/5ml oral solution,545
20030100525,PremierPore dressing 5cm x 7cm,244
1104010I0BKAAAU,Puradex 1mg/ml eye drops,402
23353353687,Option Primo colostomy bag with filter and soft covering to both sides 35mm opaque,104
0605020E0AAAAAA,Desmopressin 4micrograms/1ml solution for injection ampoules,180
23941010017,SenSura Mio Click two piece ostomy system urostomy bag maxi 50mm transparent,275
20031600134,Aquacel Foam dressing (adhesive) 8cm x 13cm,626
23355903622,"Pelican ModaVi soft convex colostomy bag with filter, small 12-40mm black",108
21410000108,HydroClean advance dressing 7.5cm x 7.5cm,80
23600706486,NovaLife TRE 1 ileostomy bag mini opaque,205
21140000027,Lube in a Tube lubricating jelly,162
23604106585,"Confidence BE soft convex ileostomy bag with filter and overlap, mini 13mm-25mm stone",164
0503021E0BBABAB,Famvir 125mg tablets,39
20050200105,Buchanan DeltaNex laryngectomy protector,64
1002020Z0BBAAAA,Myopridin 3mg tablets,51
21270002123,Juzo Expert Strong anatomically flexed knee for lymphoedema garment,67
21270002571,Haddenham Star Cotton MTO class 2 (23-32mmHg) tights closed toe,64
20200000216,DreamSkin gloves small child,30
21270001289,Juzo Soft class 1 (18-21mmHg) thigh length closed toe with silicone top band wide,71
21270000715,Juzo Classic class 1 (18-21mmHg) seamless toe cap,488
23354103883,"Confidence BE soft convex colostomy bag with filter and overlap, standard 35mm white",28
23355903612,"Pelican ModaVi firm convex colostomy bag with filter, large 15-60mm black",102
0212000AIAAAAAA,Alirocumab 75mg/1ml inj pre-filled disposable devices,150
23301023026,Comfizz Level I female support briefs large/extra large white,51
21270000757,Jobst Bellavar class 2 (23-32mmHg) tights open toe,39
0908010T0AAACAC,Betaine oral powder,74
23965909648,Opus NaturFit convex urostomy bag midi 10-38mm,33
0407041A0BDABAD,Paramax tablets,71
23963359615,Option Microskin urostomy bag 32mm,30
0205052V0AAAJAJ,Valsartan 3mg/ml oral solution,40
20090000678,CLINIgrip bandage 8.75cm size E,31
0103050L0AAAHAH,Lansoprazole 30mg orodispersible tablets,826640
0204000H0AAAKAK,Bisoprolol 3.75mg tablets,1263612
0407020ADAAAAAA,Oxycodone 5mg/5ml oral solution sugar free,332533
0604020K0AABQBQ,Testosterone 16.2mg/g gel (20.25mg per actuation),108303
1404000H0AAAFAF,"Influenza vaccine (surface antigen, inact) inj 0.5ml pfs",3109620
1308010Y0BBAAAA,Efudix 5% cream,113425
0601060D0BHAEA0,OneTouch Select Plus testing strips,51129
21220000117,Flexitol 10% Urea cream,78931
21010900953,Microdot Max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge,18790
0601011L0BBABAB,Humalog 100units/ml solution for injection 10ml vials,36847
0409010Z0AAAFAF,Rotigotine 1mg/24hours transdermal patches,9119
0202030C0AAACAC,Amiloride 5mg tablets,120139
0105010B0AAABAB,Mesalazine 500mg suppositories,14637
0407020ADAAAKAK,Oxycodone 5mg modified-release tablets,54716
1104020T0BBADAA,Opticrom Aqueous 2% eye drops,16697
0704050Z0BBAAAA,Viagra 50mg tablets,2405
0204000I0AAADAD,Labetalol 200mg tablets,43860
0107020J0BGAAAG,Xyloproct 5%/0.275% ointment,25317
1106000I0BBABAB,Betoptic 0.25% suspension eye drops,647
20031600030,Atrauman Ag dressing 5cm x 5cm,9928
1307000V0BBAAAA,Aldara 5% cream 250mg sachets,6403
040201060AAAVAV,Olanzapine 20mg orodispersible tablets sugar free,16380
20030200130,ActivHeal Alginate dressing 5cm x 5cm,1410
0501011P0AAARAR,Phenoxymethylpenicillin 125mg/5ml oral solution sugar free,38140
20020201113,Coban 2 Comfort Foam Layer bandage 5cm x 1.2m,426
20030100071,Melolin dressing 10cm x 10cm,6202
1104020B0AAACAC,Antazoline 0.5% / Xylometazoline 0.05% eye drops,2849
22806208005,Drainage bag connecting tube,255
0212000ABAAAAAA,Eicosapentaenoic acid 460mg/Docosahexaenoic acid 380mg caps,25685
23050600506,Ostomy flange retention strip 102mm x 25mm,801
0302000C0AABUBU,Beclometasone 200micrograms/dose dry powder inhaler,7386
21270000224,Mediven Plus class 1 (18-21mmHg) below knee open toe petite extra wide,527
1311020L0AAALAL,Chlorhexidine gluconate 0.5% solution,1201
0913081C0BBAAAA,Renapro powder 20g sachets,4386
20030100237,Hydrofilm dressing 12cm x 25cm,241
23600106354,"Moderma Flex soft convex ileo bag+fltr, CeraPlus s/barr, adh bdr & Lock 'n' Roll, midi 15-25mm beige",655
1307000Q0AAAEAE,Silver nitrate 95% caustic applicators,275
010604000BBAAA0,Plenvu oral powder sachets,1451
21010900920,Mylife Penfine Classic hypod ins needles for pre-filled /reusable pen injectors screw on 5mm/31gauge,3416
0601023AMBBABAB,Invokana 300mg tablets,6002
0901011W0BCAAAA,SodiFer 190mg/5ml oral solution,383
040201030AAAPAP,Risperidone 3mg orodispersible tablets sugar free,2481
20030100216,Mepore Film dressing 10cm x 12cm,1081
23603356247,Option Alginate convex ileostomy bag with filter and soft touch closure 35mm diameter 20mm,1145
23960109836,Moderma Flex convex urostomy bag with CeraPlus skin barrier 13-51mm transparent,938
